PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Ozone (ug/m3),Air_Quality_Index(AQI),AQI Category,Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),T,TM,Tm,SLP,H,VV,V,VM
111.1,6.17,7.45,10.08,3.68,35.83,269,3,1.47,2.6,32.01,48.12,0.99,128.78,346.89,33.6,38.4,28,998.3,55,3.2,11.5,22.2
102.06,7.19,15.52,16.97,4.61,42.65,238,3,1.8,3.8,33.2,47.53,1.06,137.64,356.47,34.2,39,25.8,998.5,55,3.2,7.4,11.1
314.33,6.35,17.63,22.2,5.27,69.07,500,4,5.59,3.19,32.74,49.09,1.56,106.46,339.88,35.9,39.5,30.1,1000.1,55,2.7,10.9,16.5
443.66,6.68,19.24,23.29,4.11,71.06,500,4,5.6,3.64,31.55,50.35,1.22,105.46,209.47,35.6,40,30,1000.7,57,3.1,9.4,25.9
203.2,6.8,19.54,23.54,6.64,61.2,363,4,4.82,3.36,29.78,51.83,1.19,127.98,350.21,31.1,40.1,26,999.8,74,2.4,7.6,14.8
354.48,6.43,16.79,21.8,5.53,33.65,500,4,5.73,2.81,29.96,51.28,1.29,116.99,333.07,32.9,38.6,27,999.7,64,2.4,8.9,16.5
221.04,6.62,16.87,21.96,4.88,31.15,377,4,5.86,4.3,30.39,50.69,0.7,130.4,278.11,33.2,37.8,26.8,1000.9,63,2.6,7,14.8
174.37,6.75,15.54,21.42,5.08,25.37,341,4,5.18,3,32.15,70.48,0.7,255.8,286.47,33.8,37.5,27.6,999.5,56,2.4,5.9,16.5
492.27,7.16,21.17,24.69,2.85,25.82,500,4,4.82,2.88,34.23,74.89,1.12,112.03,397.67,34.9,39.6,29.6,999.6,61,2.4,7.8,14.8
191.44,7.74,20.01,24.32,5.15,29.12,354,4,4.68,5.69,30.48,91.04,0.6,172.31,172.82,34.4,39.4,26,998.3,63,2.3,8,14.8
123.18,7,17.74,22.66,8.74,26.63,302,4,4.26,3.81,33.29,58.66,0.97,98.26,274.12,30.8,39.6,25,1000.8,77,2.1,5.4,13
114.63,6.71,16.32,21.78,4.15,38.32,279,3,5.4,3.13,35.55,50.91,0.62,125.07,298.44,35.4,39,27.2,1000.1,61,2.6,8.5,18.3
113.63,6.94,17.44,22.56,6.84,23.37,276,3,5.68,2.57,32.41,69.84,0.92,155.4,166.47,35.4,39.7,28.2,997.2,61,2.4,6.9,14.8
117.33,7.06,18.06,22.98,8.96,20.32,289,3,4.69,4.09,28.47,78.74,0.79,199.28,154.4,32.2,39.8,25.4,995.4,73,2.3,8.3,14.8
126.12,7.24,26.41,27.38,5.56,21.89,304,4,4.77,6.56,28.98,73.1,0.43,205.75,125.07,28.4,36.6,24.4,998.1,82,2.4,5.2,9.4
117.6,6.89,18.29,22.98,7.92,22.19,289,3,5.29,3.84,29.22,78.1,0.45,193.61,64.76,29.6,32,25.7,997.6,80,2.3,2,7.6
130.83,7.02,19.15,23.51,19.83,37.89,307,4,7.39,3.65,34.05,54.58,0.64,234.38,116.77,30.7,34.2,24.8,996.5,78,2.1,3.3,11.1
152.48,6.85,17.39,22.46,9.12,35.71,324,4,5.67,2.99,32.06,62.71,0.62,188.75,220.88,33.2,36.2,27.9,994.8,70,2.3,5.4,13
146.52,7.62,13.57,19.25,3.78,52.83,320,4,5.08,1.97,32.58,63.08,1.01,132.62,232.41,33.1,36.5,28.5,996.2,67,2.3,8.9,14.8
183.99,6.82,8,12.06,5.47,22.86,348,4,5.37,4.4,31.76,67.46,0.58,158.63,244.6,33.6,36.7,28.8,996.7,66,5.8,5.9,11.1
104.9,6.9,7.63,11.95,5.38,25.37,245,3,5.05,4.23,31.54,70.44,0.7,123.96,218.53,30.7,36.9,28.8,996.8,78,2.3,5.4,27.8
125.09,6.31,7.05,11.17,5.86,34.01,304,4,3.4,3.24,32.05,65.21,0.48,182.81,218.1,33.3,37,27.8,996.2,68,2.6,6.7,11.1
148.25,17.36,11.09,25.43,4.01,82.2,321,4,11.98,3.12,31.36,69.42,0.73,129.75,176.21,32.6,36.8,28.8,995.4,69,2.4,4.6,14.8
83.12,8.96,11.91,17.92,6.94,24.04,176,2,1.43,3.24,29.5,84.11,0.34,93.93,159.4,31.6,36.7,28.7,997.1,74,2.3,8.1,13
552.34,12.06,12.78,20.86,5.54,5.3,500,4,3.44,9.08,30.32,82.47,0.64,93.49,218.14,30.6,35,28.6,998.4,81,2.4,5.6,18.3
551.62,28.09,19.52,37.26,5.05,3.13,500,4,2.56,9.86,29.71,87.45,0.65,146.49,255.26,31.1,34.2,27.8,997.8,78,2.6,6.9,24.1
61.56,12.53,15.63,22.74,4.45,4.28,101,2,3.98,3.74,29.11,89.31,0.86,197.59,258.38,30.4,35.4,26.7,997.8,82,2.1,5.2,14.8
45.82,5.87,6.46,12.54,5.29,25.76,75,1,4.96,2.25,27.72,89.27,0.92,236.11,115.79,31,35.2,26,997.9,80,2.4,7.2,18.3
428.17,5.79,6.26,12.06,8.19,17.46,500,4,4.23,3.49,28.37,87.24,1.01,249.33,181.12,27.1,32.7,24.6,999.5,95,1.9,4.4,9.4
65.37,7.24,8.14,14.49,6.89,16.81,114,2,3.83,3.06,28.08,85.55,0.85,226.8,294.74,28.1,30,26.2,1000.7,87,2.3,6.7,11.1
57.95,9.11,10.46,17.29,3.87,7.22,95,1,5.49,3.09,29.58,80.53,0.83,247.33,107.16,27.6,31.2,25,1000,93,1.9,6.9,37
118.2,8.45,15.81,19.48,9.65,15.94,293,3,3.07,6.09,32.24,67.14,1.07,252.68,321.16,32.4,35.2,26.2,999,72,2.9,13.5,25.9
73.4,7.25,8.63,14.87,6.4,21.85,141,2,3.94,0.91,32.69,53.35,2.03,256.08,436.8,34.1,37,28.5,998.5,63,3.2,13,22.2
106.32,6.82,9.17,14.79,3.54,40.05,252,3,4.67,3.72,30.19,77.77,2.02,122.11,114.56,34.1,37.5,29.5,998.6,59,3.2,8.7,14.8
50.25,7.84,14.89,18.25,6.6,69.34,83,1,1.68,2.67,31.96,64,1.09,155.5,237.81,31.9,37.3,28.4,1000.8,69,2.9,7.8,13
89.95,10.22,13.41,19.66,6.03,45.66,196,2,1.98,3.72,31.39,67.03,0.65,154.78,142.22,31.4,35,28.4,1001.8,75,2.3,2.4,11.1
70.73,8.75,12.2,18.09,5.04,36.73,131,2,2.71,3.29,30.34,77.21,1.1,127.45,90.44,31.9,35,28.3,1001.3,72,2.1,2.8,9.4
49.84,6.86,8.88,14.67,3.8,15.37,82,1,16.21,6.2,28.28,85.78,1.93,109.36,66.5,30.3,35,27.6,1002.6,83,2.3,6.5,16.5
47.27,10.86,9.69,17.12,4.81,25.77,78,1,1.45,20.23,27.23,95.64,0.72,96.07,138.85,27.5,33.5,26,1000.4,93,1.4,2.4,22.2
54.51,6.51,8.07,12.82,3.75,29.5,90,1,2.5,3.52,28.85,81.99,1.45,101.67,173.41,29.1,32.6,26.4,998.6,85,1.8,5.9,13
73.31,8.5,12.1,16.47,3.49,42.6,141,2,1.34,10.39,30.22,69.47,1.35,94.89,118.92,30.9,35,26,997.4,73,2.6,6.5,11.1
116.15,11.54,11.34,18.51,2.92,24.87,286,3,1.77,2.68,31.52,66.43,1.11,93.73,76.94,32.6,36,26.2,997.8,66,3.4,5.6,9.4
51.93,6.26,15.3,16.38,6.05,45,85,1,3.27,4.32,32.69,60.3,1.13,112.55,133.33,33.4,37,28.5,998.1,65,3.2,7.8,14.8
52.11,7.25,24.77,22.14,4.15,39.78,86,1,1.4,5.9,31.22,69.3,1.26,94.45,90.67,33.7,37,28.6,999,65,3.2,4.3,11.1
51.98,6.3,10.75,14.06,3.26,40.3,85,1,2.15,8.11,30.9,66.08,1.35,86.28,137.24,30,36.7,27.6,1000.1,78,2.3,6.9,16.5
51.94,6.4,8.71,13.01,3.84,39.45,85,1,2.22,3.48,32.01,63.37,1.37,82.45,120.32,33.3,36,26.4,999.7,67,3.2,7.8,18.3
49.27,5.74,8.74,12.53,4.38,45.95,82,1,2.93,2.92,30.54,71.8,1.43,96.42,106.7,33.4,36.5,28.6,999.9,66,2.9,9.8,16.5
48.32,7.12,10.36,14.48,4.01,31.36,80,1,1.65,3.88,29.86,77.18,1.55,97.29,143.87,31.2,36.7,28,997.8,75,2.7,9.1,14.8
49.68,6.75,14.9,16.58,4.29,24.31,82,1,1.96,7.03,28.04,91.19,1.56,101.63,98.19,31.4,35.5,27.5,999,74,2.6,10,18.3
53.41,7.75,11.04,15.56,5.51,22.56,88,1,26.13,9.64,28.92,88.04,0.79,235.84,167.54,28.1,35.3,26.4,1001.3,90,1.6,8,14.8
47.9,9.78,15.53,19.33,3.83,22.92,78,1,7,39.28,29.89,84.46,0.32,238.65,171.21,28.9,33,26.2,1001.1,86,1.6,3.7,14.8
72.74,12.75,23.38,19.96,7.61,180.43,228,3,5.15,29.15,40.96,50.88,0.67,300.44,284.69,31.3,34.5,27,997.6,71,3.2,12.2,22.2
66.89,9.7,19.72,20.14,13.73,97.76,118,2,6.29,14.61,29.39,73.07,0.54,231.85,163.41,31.1,35,26.4,996.7,69,2.9,13.9,24.1
73.32,8.37,49.95,37.53,8.88,10.04,141,2,5.75,28.49,29.02,80.17,0.59,200.82,119.55,29.8,35.2,26.4,998.7,75,2.7,5.6,11.1
65.72,7.13,21.68,21.55,6.77,26.38,114,2,4.98,25.48,31.02,74.1,0.56,196.85,96.14,29.6,33,26.4,998.9,82,1.8,1.7,7.6
59.71,8.63,20.94,22.2,8.2,17.53,98,1,4.25,22.8,31.31,66.48,1.49,85.62,112.98,31.7,34,26.4,999,71,2.6,2,11.1
49.14,3.65,21.5,18.3,8.73,21.8,82,1,2.83,10.33,30.38,67.49,1.86,101.06,135.58,32.6,36,27.6,999.6,70,2.7,10.6,20.6
43.63,7.48,20.82,20.03,5.68,22.44,72,1,2.41,9.21,29.9,66.53,1.53,111.2,119.41,31.2,35.9,26.1,1000.4,71,3.2,8.7,18.3
47.15,6.08,23.9,19.71,7.58,17.6,78,1,4.96,17.26,30.58,65.76,1.24,129.54,147.05,31.6,35.4,26.1,1002.4,69,2.9,8,18.3
53.09,3.44,23.27,19.12,6.64,17.34,88,1,3.5,19.69,29.48,74.05,1.56,94.96,437.8,31.4,35.5,27.7,1002,72,3.2,6.1,9.4
47.99,3.79,23.95,19.85,7.54,15.02,78,1,2.66,14.61,29.89,76.69,1.15,121.07,292.7,29.9,33.7,28,1002.7,81,2.3,10.9,35.9
54.16,24.9,23.51,36.63,7.83,8.89,90,1,2.96,28.51,30,76.81,0.51,158.06,204.05,31,35,26.8,1004.1,76,2.6,6.1,14.8
54.08,9.79,20.33,23.35,8.44,23.94,90,1,2.67,34.64,30.79,76.86,1.31,100.89,370.61,30.8,35.2,26.8,1005,76,2.7,3.7,18.3
57.95,5.09,19.1,18.53,7.01,28.11,95,1,6.07,30.07,29.03,82.16,1.03,218.83,791,32.8,37,27.5,1004.9,71,2.7,7.4,14.8
52.45,9.64,21.79,23.59,7.18,26.36,86,1,3.75,28.5,29.15,85.74,0.55,125.64,784.75,29.1,37,25.6,1003.3,84,2.1,5.7,14.8
47.36,8.68,23.9,23.85,8.68,14.31,78,1,3.12,18.51,28.64,90.79,0.87,104.62,668.33,29.5,34.7,25,1002,80,2.4,2.2,14.8
44.49,5.21,27.98,23.12,8.49,29.02,73,1,4.65,32.19,27.29,81.03,0.81,126.57,112.82,27.3,33.3,24,1002.4,89,2.1,7.8,27.8
49.47,3.26,23.89,19.14,7.41,37.45,82,1,3.02,14.72,28.58,77.59,1.24,256.23,138.8,27.8,31,25.2,1001.3,88,2.4,4.6,7.6
62.5,10.79,36.16,28.37,11.4,46.65,104,2,2.58,10.74,31.64,45.97,1.73,283.37,369.31,30.7,34,25.5,1000.1,73,2.6,13.7,22.2
73.19,10.48,26.1,19.7,6.27,22.92,141,2,3.01,13.93,29.88,60.55,1.01,253.64,232.41,30.7,34,25,1000.5,65,3.4,12,27.8
54.1,19.63,21.67,21.95,11.29,54.3,90,1,2.14,6.92,28.83,61.62,1.13,240.14,242.43,30.9,34.4,25.5,1003,65,3.4,11.9,20.6
89.06,6.13,39.52,26.18,5.18,34.75,196,2,0.81,3.01,32.59,37.69,1.17,299.85,145.06,31.1,35,25,1003.1,64,3.2,10.4,18.3
562.86,5.02,37.88,25.09,2.8,22.47,500,4,1.92,7.38,29.9,50.6,1.09,276.69,207.62,31.3,35,26,1004.6,63,3.2,11.5,18.3
56.81,5.86,44.71,29.03,6.33,26.16,93,1,2.44,9.92,30.58,48.75,0.97,272.24,207.7,31.4,35.6,26.5,1004.1,60,3.2,12.6,20.6
61.67,7.34,34.3,24.65,7.17,32.69,101,2,2.03,8.4,29.72,48.2,1.11,262.98,226.18,31.1,35.5,25.5,1004.2,60,3.4,8.9,18.3
59.11,3.59,37.23,22.69,7.74,37.52,98,1,2.69,8.27,30.17,49.76,0.75,216.95,210.56,31.3,35,25.4,1005,60,2.9,10.2,22.2
55.58,3.63,37.7,23.41,5.8,45.82,91,1,3.06,11.98,29.37,57.17,0.98,146.14,148.41,31.4,36,26.7,1006.7,65,3.1,8.3,13
84.74,4.72,39.89,26.28,7.46,51.6,179,2,4.78,15.22,30.6,53.77,0.67,226.36,200.53,30.4,35.6,25.7,1006.5,72,2.9,4.3,14.8
78.77,11.41,33.24,32.31,9.63,60.76,159,2,3.76,10.2,30.08,54.07,0.7,216.69,178.51,31.4,36,25,1003.7,62,3.2,3.7,13
84.14,10.31,37.67,33.65,7.45,40.57,179,2,3.74,10.14,30.62,47.81,0.73,140.25,189.27,31.6,36.1,26,1003.9,64,2.4,2.6,7.6
67.26,9.95,39.03,34,9.38,39.2,121,2,2.85,7.13,30.28,50.51,0.6,127.24,217.55,32,36,26,1004.6,62,2.7,2.8,9.4
215.91,7.1,16.9,18.71,11.4,57,373,4,3.9,11.14,28.32,19.76,0.82,219.52,221.77,23.9,32,14.5,1015.6,63,1,2,5.4
356.94,15.31,17.22,25.42,11.39,15.66,500,4,6.57,15.96,22.23,66.45,0.54,218.95,146.43,23.4,32,14.5,1012,61,1,3.3,16.5
523.98,18.4,17.79,28.2,13.24,19.85,500,4,9.27,26.24,22.41,66.47,0.36,179.85,153.71,22.3,31.4,15.4,1010.2,68,0.3,4.6,13
499.96,42.04,30.33,41.04,14.83,20.53,500,4,13.25,48.61,22.03,60.77,0.56,210.77,156.11,21.8,30,13.5,1011.6,64,0.3,2,9.4
246.85,3.95,43.17,33.23,12.98,30.56,396,4,7.11,16.08,22.5,47.2,1.1,275.72,117.41,23.2,30.2,14,1012.6,55,1.1,7.4,18.3
213.43,4.03,30.14,35.08,11.11,26.11,371,4,4.88,12.86,21.02,42.36,0.61,208.74,109.46,22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2
183.51,3.99,30.07,35.05,11.79,30.02,348,4,4.1,16.02,21.11,41.88,0.42,162.65,95.29,21.7,30,12.2,1014.5,52,1.1,6.3,16.5
203.81,8.56,115.17,69.78,2.99,48.86,363,4,1.75,2.69,22.51,40.82,0.59,112.96,119.59,22,30,11.5,1013.5,52,1.1,2.8,7.6
146.61,2.93,47.77,26.94,6.75,76.95,320,4,3.01,11.5,27.82,20.53,0.6,221.43,162.6,23.1,30.1,14.1,1016.1,58,1.3,4.3,13
170.21,26.02,48,42.75,6.95,24.76,338,4,5.11,21.06,21.75,42.73,0.49,205.67,97.35,22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5
183.43,30.25,48.08,48.96,7.1,24.01,348,4,5.57,20.92,20.4,42.52,0.58,218.73,97.8,20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4
165.7,16.48,39.93,33.14,8.08,26.88,334,4,11.21,33.13,20.56,38.61,0.83,256.75,101.52,20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5
171.04,7.63,39.19,26.44,7.57,27.18,339,4,6.25,21.44,20.33,40.05,0.79,244,100.5,20.8,28,11.5,1016.3,54,1.8,10.7,24.1
189.12,31.51,31.93,39.18,8.09,39.09,353,4,8.22,28.98,19.63,48.19,0.45,187.51,102.64,20.3,28,12.3,1014.5,57,1.9,7.6,18
157.43,27.87,34.26,40.4,8.21,48.5,328,4,10.54,59.83,20.91,44.99,0.47,128.96,104.73,19.8,29,10.1,1012.7,60,2.1,2.8,9.4
155.63,41.79,27.91,47.57,7.95,39.42,327,4,8.63,30.81,21.67,46.02,0.42,156.36,137.78,20.8,29,10.5,1013.9,61,1.8,2.6,7.6
131.38,59.79,39.3,69.43,8.64,28.66,308,4,7.91,29.69,21.1,41.7,0.69,216.57,101.51,22,31,10.7,1013.2,56,1.8,2.4,14.8
117.66,15.59,46.3,42.47,8.44,35.08,289,3,4.7,11.68,21.18,45.06,0.72,240.94,94.71,21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3
127.9,6.8,43.48,33.96,8.01,43.08,305,4,4.17,12.64,21.69,30.36,1.26,285.73,94.39,20.7,28.9,10.5,1015,52,1.6,7.4,18.3
106.31,5.91,40.67,31.78,7.1,43.06,252,3,3.17,8.65,22.71,25.11,1.32,286.8,92.62,23.4,30,14.6,1012.2,33,2.6,14.1,27.8
116.94,5.3,42.18,32.09,7.79,46.1,286,3,2.78,6.43,22.5,31.15,1.07,276.79,91.38,24.2,31,16.5,1013,36,2.9,13.9,22.2
95.18,8.58,39.22,33.17,8.66,42.17,214,3,1.75,4.31,21.48,29.76,0.97,266.69,91.5,22.7,30.8,13.6,1012,38,3.4,11.9,20.6
164.22,78.74,43.23,84.2,9.17,39.57,334,4,6.73,18.4,19.66,53.45,0.39,164.8,100.23,21.4,29.6,12.7,1013.7,40,2.6,8,20.6
191.5,48.11,75.23,83.64,11.08,33,354,4,10.18,29.16,19.86,81.98,0.76,170.02,184.07,18.9,29.2,9.7,1015.4,59,2.3,0.9,5.4
159.07,10.51,70.96,51.32,11.61,33.51,330,4,4.44,16.85,20.47,84.71,0.59,179.22,178.41,19.4,28.5,11,1016.8,80,1,3.9,9.4
164.06,29.43,54.81,58,11.22,10.52,334,4,12.68,36.62,17.89,93.62,0.45,244.31,160.67,19.2,25.9,11.9,1017,84,0.8,2.6,9.4
146.61,18.6,41.97,42.61,11.29,21.69,320,4,7.76,19.62,19.27,73.57,0.5,247.59,150.58,18.9,25.8,11.5,1017.9,77,0.6,5,13
162.89,43.53,37.08,60,11.7,27.57,332,4,9.14,29.73,20.97,51.6,0.52,234.83,165.01,19.3,27,11.7,1019.6,57,1.8,5.2,11.1
160.55,32.08,37.2,50.91,11.09,25.03,330,4,7.52,23.11,20.99,47.76,0.58,251.68,158.64,18.4,27,8.4,1019.2,54,2.4,4.6,11.1
162.25,31.2,41.93,52.68,11.26,27.03,332,4,9.52,25.59,21.18,54.28,0.42,199.34,148.24,18.4,26.6,8.8,1017.8,55,2.1,5,13
212.06,22.77,41.18,45.54,10.9,29.47,370,4,10.64,28.6,20.23,78.49,0.46,183.11,140.04,17.7,26.2,9.4,1018.5,73,0.8,2,7.6
188.04,25.89,36.67,45.67,10.38,21.24,352,4,5.11,15.3,19.93,77.01,0.39,192.25,144.72,17.8,24.8,11.2,1017,74,0.6,0.7,7.6
168.59,27.73,29.68,43.49,10.54,26.52,337,4,5.39,13.77,20.87,67.66,0.4,213.51,152.06,15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6
147.02,12.36,30.33,31.54,11.99,25.41,320,4,4.28,14.19,20.78,73.93,1.05,169.53,141.08,18.2,27,7.7,1013.7,72,0.6,1.1,7.6
122.76,9.58,27.62,27.89,10.94,24.51,301,4,7.17,16.32,21.62,72.69,0.84,200.02,138.13,16.2,26.6,11.2,1013.6,84,0.6,4.8,9.4
146.31,21.63,24.31,35.79,11.67,15.53,320,4,8.62,24.85,21.78,63.16,0.42,184.62,146.29,19.3,26,12.4,1013.7,71,1.1,4.6,9.4
184.61,14.31,18.73,27,13.8,16.62,349,4,12.96,40.23,21.78,59.14,0.45,171.43,134.55,19.3,27,11,1014,62,1.6,3.5,14.8
122.19,8.94,21.32,24.09,9.82,18.49,301,4,6.84,16,20.65,62.8,0.66,123.12,144.67,19,27.1,10.5,1015.1,61,1.6,3.3,9.4
127.62,9.6,20.02,23.93,9.99,23.79,305,4,6.95,15.47,20.05,57.98,0.71,297.78,146.27,18,26.6,10.5,1017.1,61,1.9,8,14.8
144.84,28.21,21.23,39.45,10.01,23.51,318,4,9.92,25.23,18.64,53.55,0.46,182.01,142.5,17.2,24.2,10,1017.2,58,1.6,9.3,22.2
156.37,14.87,21.95,29.16,10.34,21.28,327,4,8.61,18.41,18.78,60.31,0.49,230.24,130.25,15.5,24.3,7.9,1017.8,61,1.9,3.1,11.1
160.21,15.85,20.27,29.07,10.61,27.56,330,4,6.66,18.73,18.42,58.91,0.55,186.25,142.38,16.4,24.4,8.2,1018.1,66,1.1,5.6,25.9
197.84,24.8,20.2,36.19,10.29,21.17,359,4,1.8,20.28,18.02,63.38,0.66,256.88,138.08,15.6,23,7.2,1018.5,64,1,5.9,11.1
145.28,5.97,17.68,19.8,10.81,32.29,319,4,1.59,2.66,19.95,56.78,1.02,322.97,123.92,16.3,23,6.6,1016.9,61,1,9.4,20.6
109.88,6.83,15.72,19.44,9.23,40.11,262,3,0.94,1.66,20.94,46.16,1.14,314.45,98.94,18.1,24,11.2,1015.4,56,1.8,15.9,25.9
117.84,13.73,19.89,27.16,8.74,37.85,289,3,0.86,2.42,19.81,46.08,0.58,216.8,93.95,17.8,25,10.7,1015.8,54,2.3,9.4,22.2
216.56,37.55,21.25,46.93,9.15,55.23,373,4,2.73,9.93,16.4,68.82,0.42,205.91,135.29,16.3,25.3,7.5,1016.3,57,1.8,5.4,14.8
307.37,49.94,23.64,58.09,12.62,34.47,500,4,4.44,18.09,19.28,70.69,0.94,169.31,137.59,16.3,25,7.8,1013.7,69,0.6,1.7,9.4
166.26,6.13,17.1,19.62,11.97,28.81,335,4,0.64,1.34,19.09,77.9,1.3,242.9,39.18,16.9,25.2,8,1011,78,1,5.4,13
124.86,7.41,14.83,19.45,18.87,24.37,303,4,0.65,0.7,18.72,76.81,0.83,178.66,128.96,13.9,24.5,11.4,1015,95,0.6,8.7,14.8
64.98,151.22,50.12,158.97,11.52,33.73,111,2,4.46,15.49,20.05,63,1.06,134.25,313.68,15.4,20,10.2,1015.5,84,1.1,2.2,7.6
87.4,17.09,29.8,29.77,6.15,24.72,189,2,3.23,6.92,17.14,56.53,0.97,169.52,171.62,14.1,20.2,8.6,1015.8,82,1.1,5,13
97.56,16.7,42.99,35.73,10.55,9.4,221,3,3.36,6.95,14.95,58.03,0.86,255.95,141.03,10.8,19.3,4.7,1017.4,78,2.9,7.6,22.2
121.35,21.74,40.24,38.76,7.94,15.17,301,4,3.73,5.65,14.76,68.25,0.72,175.28,167.3,10.9,17.8,4,1017,73,1.9,10.7,22.2
170.28,37.42,41.68,52.06,7.91,18.64,338,4,5.05,10.07,14.22,64.86,0.62,171.23,166.21,11.6,18,3.4,1017.1,74,1.4,6.5,14.8
210.9,44.73,45.38,59.92,9.32,17.91,369,4,6.68,15.15,16.49,68.05,0.52,186.12,152.03,12.1,19,4.3,1017.8,70,1.4,6.1,14.8
160.46,13.83,39.83,32.25,8.21,24.84,330,4,3.3,6.33,18.99,59.11,0.5,183.24,126.18,12.6,19.5,3.2,1019.2,78,1.3,5.2,11.1
178.1,16.53,42.5,35.82,4.94,16.43,344,4,2.46,5.92,18.12,64.64,0.95,196.13,115.14,16.4,24,8.6,1017.3,73,1.3,3.3,7.6
110.21,9.03,28.67,22.48,6.03,17.47,265,3,1.61,2.34,12.72,87.13,1.11,202.17,116.86,14.1,24,8.6,1017.7,81,1.1,10.4,20.6
154.27,16.56,33.26,30.95,4.68,15.91,326,4,3.28,6.56,13.14,81.53,0.85,114.56,177.67,11.2,19.1,6,1019.9,87,1.1,8,20.6
142.28,12.41,34.2,28.12,10.36,16.1,317,4,1.76,3.13,16.43,77.93,1,196.94,171.47,12.4,19,4.2,1022.2,80,1.1,6.1,13
58.18,9.57,32.67,25.03,13.54,23.34,96,1,1.59,3.36,11.38,75.58,0.91,252.51,58.12,14,21,6.4,1023.1,76,1.6,10.2,16.5
126.83,29.38,37.41,43.4,18.27,18.93,304,4,3.68,6.63,14.4,70.98,0.54,179.89,150.55,14.7,20.8,7,1021.4,72,1,6.1,14.8
114.36,35.99,33.43,46.58,16.14,17.24,279,3,3.99,7.79,16.54,82.1,0.69,210.8,176.46,17.1,24,8.4,1021,81,1.3,5,11.1
130.39,26.69,38.13,41.63,13.47,28.32,307,4,3.02,6.27,13.96,69.66,0.54,157.9,164.46,17.2,25,10,1019.1,80,1.4,5.4,14.8
221.87,81.9,45.26,89.59,17.02,27.8,377,4,5.62,20.33,20.02,72.35,1.32,164.29,131.16,18.3,25.2,10,1018.2,68,1.1,2.8,9.4
111.5,8.72,35.7,25.97,13.83,12.25,269,3,1.17,2.45,18.27,95.68,1.01,155.61,37.83,19.8,25.6,12.5,1018.2,74,1.1,7.8,24.1
115.71,8.54,27.56,21.5,7.97,18.64,282,3,0.69,1.36,19.62,93.42,1.13,249.44,175.3,16.2,25.1,14.5,1017.1,92,0.8,8,22.2
95.21,9.29,27.12,21.85,8.81,17.4,214,3,1.59,3.56,16.63,91,0.92,273.45,166.74,16.1,20,13.2,1019.1,80,1.8,11.9,18.3
143.81,7.91,27.09,20.73,8.54,27.83,317,4,2.36,4.47,17.13,79.41,1.1,320.72,161.94,14.9,20.1,10.6,1018.8,82,1,10.2,16.5
151.97,23.52,31.76,35.71,11.87,18.45,324,4,7.77,7.74,15.79,80.11,0.58,216.95,195.79,16,21,10.6,1017.2,80,1.3,10.2,18.3
242.78,92.61,38.56,94.6,15.81,19.96,393,4,15.83,51.03,14.96,69.82,0.68,155.69,202.34,16.3,22.2,9.5,1015.9,76,1.6,4.6,14.8
140.5,17.01,28.56,29.64,4.82,17.21,315,4,2.82,6.49,17.01,73.65,0.73,208.11,203.1,17.3,23.2,9.8,1016,71,1.4,4.6,16.5
147.9,58.48,32.75,64.21,6.68,25.31,320,4,4.29,10.56,17.56,66.68,0.55,193.86,218.07,16.2,23.4,9.4,1017.9,75,1.3,8,16.5
132.47,27.79,29.72,38.01,5.52,27.24,309,4,1.52,2.75,19.25,62.39,0.47,189.09,201.9,17,24,8.6,1019.2,66,1.6,2.8,7.6
118.72,21.66,32.27,34.48,6.96,38.31,293,3,3.51,14.42,21.25,66.32,1.58,170.4,163.56,17.9,25,9.5,1017.3,68,1.6,3.3,11.1
93.82,7.87,31.18,22.84,5.92,57.66,207,3,1.25,1.71,23.78,58.1,1.94,177.05,140.57,18.8,25.1,11.9,1013.7,79,1.3,8.9,16.5
82.17,8.8,33.35,24.8,2.09,36.64,172,2,1.23,3.17,18.42,50.11,1.2,208.19,174.14,17.4,23.5,11,1016.5,73,1.6,10.7,22.2
94.98,15.9,36.76,32.1,3.81,28.34,211,3,1.75,2.6,18.52,56.08,0.62,238.04,185.21,16.1,23.5,8.6,1015.9,62,2.9,10.2,18.3
125.16,22.51,39.4,38.97,5.85,35.31,304,4,1.66,3.98,18.38,51.93,1.01,147.65,323.95,16.8,24,9,1015.2,63,1.8,5.7,18.3
127.61,11.93,35.97,28.59,41.99,29.21,305,4,1.28,1.81,16.87,68.64,0.99,266.98,221.27,16.7,24.2,9.4,1016.4,66,1.8,10.6,27.8
110.96,16.41,36.07,32.31,8.48,32.8,265,3,1.54,3.56,18.23,58.76,0.74,187.56,265.86,16.1,22.5,9.6,1015.8,66,1.9,11.1,24.1
135.58,19.09,41.08,37.14,10.69,47.49,311,4,2.81,2.1,18.76,59.39,0.71,126.6,233.29,16.9,24,8,1017.4,58,2.1,5.4,11.1
