PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),Benzene (ug/m3),T,TM,Tm,SLP,H,VV
106.71,20.82,30.65,32.96,0.22,26.2,34.2,18.2,1011.4,63,3.2
66.46,12.73,33.6,28.05,0.07,27.1,35,17.2,1012.5,60,2.7
74.63,26.01,25.21,34.21,0.44,25,35.2,17.9,1013.9,61,2.7
70.88,16.37,27.22,27.57,0,25,31,15.2,1014.9,59,3.2
67.72,9.82,23.46,20.34,0,24.6,31.2,14,1012,59,2.7
141.76,13.18,29.13,25.98,0,25.7,32,16.2,1011.4,57,3.4
220.03,15.47,30.24,28.46,0,26.2,32,17.2,1011.2,58,1.6
215.22,22.73,29.53,33.89,0,26.4,34,16.8,1009,54,2.4
186.27,16.78,29.62,29.17,0.25,25.3,34.2,16.4,1010.2,59,1.9
149.35,13.82,29.15,26.56,0,26.1,35.3,19.2,1009.5,52,2.6
176,40.03,30.63,48.31,0.61,24.3,34.5,16.8,1007.7,58,2.3
109.82,6.43,27.39,19.71,0,26.8,35,16.2,1007.6,52,3.1
108.36,11.23,33.56,26.83,0.16,26.7,35.2,20,1011.7,53,2.6
78.38,15.1,30.27,28.17,0.08,25.2,33.6,19.6,1012.2,51,2.7
66.33,7.22,23.89,18.5,0,26.8,33,16,1013.4,45,3.5
80.33,8.24,29.39,22.22,0,24.6,34.2,17.5,1012.6,52,4
168.65,30.53,35.48,43.3,0.12,27.6,35,16.4,1008.5,55,3.4
172.46,10.37,31.69,25.15,0.6,29.1,37,17.8,1005.9,47,3.5
269.79,19.08,28.15,30.24,0.17,31.6,40,20.6,1002.2,39,3.5
136.33,4.8,20.04,14.48,0,31.2,40.1,19,999.9,34,2.6
145.87,3.43,24.21,15.61,0,29.2,37.9,20,1001,30,4
110.21,5.58,32.04,21.49,0,28.4,34.6,18.4,1002.6,26,3.4
97.59,6.29,36.65,24.5,0,26.8,34.2,16.2,1006.6,31,3.7
120.79,24.13,39.5,40.31,0,25.8,35,11.7,1008.5,27,3.7
127.27,14.34,46.44,36.15,0.05,28.3,37,14,1008.7,27,3.4
164.25,10.27,53.96,36.86,1.63,30.9,39,18.5,1005.7,33,3.2
140.94,4.57,31.8,20.55,0,30.2,38.8,20.4,1005,42,1.9
98.92,4.65,27.31,18.25,0,28.7,38.2,21.7,1008.3,40,1.9
109.7,9.16,36.68,27,0.15,26.7,36.9,18.4,1008,37,2.7
112.19,16.52,40.22,34.6,0.5,26.1,36.4,14.3,1008.7,36,2.9
111.67,8.49,38.84,27.44,0.5,27.4,37,17.1,1010,35,3.2
133.47,17.19,45.16,37.77,0.5,28.2,38.8,16,1009.8,36,3.5
136.09,15.73,39.45,33.56,0.5,30.4,39,18.3,1010.4,35,2.7
122.35,9.6,38.86,28.35,0.5,30.2,39.4,19.4,1008.4,36,2.7
132.1,10.13,38.83,28.76,0.5,31.1,40.2,20.6,1007,37,3.1
174.01,12.05,41.67,31.8,0.5,31.8,40.4,21.5,1005.9,34,3.5
57.93,10.37,21.28,19.61,0.5,29.8,40.5,20.2,1006.4,44,2.4
82.85,8.58,23.28,19.24,0.5,27.4,40,18.2,1009.3,53,2.7
125.59,6.85,31.78,22.38,0.5,28,35.4,18.3,1009.7,51,3.1
117.77,5.34,32.72,21.67,0.5,29.1,37.2,18.5,1005.5,46,2.7
55.39,5.3,17.64,13.62,0.5,28.3,37.8,19.5,1005.2,44,2.7
68.6,4.86,20.09,14.56,0.5,26.9,33.8,19.2,1007.9,53,3.4
61.93,3.72,20.64,13.96,0.5,27.3,33.2,21.4,1009.7,55,3.1
64.29,4.72,20.21,14.51,0.5,26.5,34,22,1008.3,55,2.6
107.76,3.68,27.12,17.34,0.5,26.6,33.6,16.4,1009.1,43,3.2
139.63,23.05,41.15,40.32,0.53,28.1,36.8,18,1008.2,46,2.7
165.07,27.03,45.31,45.72,0.5,29.8,39.8,16.7,1006.2,40,3.1
183.54,21.26,46.37,41.67,0.5,31.3,41.4,19.6,1005.6,42,2.6
204.09,11.17,38.18,29.24,0.51,34.3,41.6,22.3,1005.8,35,2.3
125.62,6.93,33.28,23.24,0.5,34.1,42.2,23.2,1005.8,34,1.9
71.08,4.34,23.99,16.2,0.5,32.3,42.1,23.2,1006,40,1.9
50.57,6.25,24.62,18.09,0.5,34.6,41,28.2,1005.8,33,2.3
118.24,6.63,21.32,16.64,0.5,31.8,41.5,24.8,1005.6,43,2.3
144.5,7.21,26.38,19.79,0.5,31.9,39.5,24.3,1003.9,42,2.4
91.84,5.15,21.52,15.56,0.5,33.4,40.6,24.7,1003,39,2.7
63.25,4.58,18.61,13.55,0.5,33.3,41.6,24,1004,47,1.9
30.07,6.38,18.94,15.17,0.5,28.9,40.5,23,1006.9,58,2.3
27.92,6.62,21.89,16.91,0.5,28.7,39.8,21.7,1007.8,55,3.1
86.82,3.33,20.37,13.48,0.5,31.5,38.4,22.3,1006.1,43,3.1
66.21,4.03,20.65,14.19,0.5,31.5,39,23.2,1004.3,46,2.7
60.09,4.31,18.9,13.49,0.5,31.4,39.4,24.5,1003.3,43,3.1
61.71,3.76,16.67,11.85,0.5,32.3,39.4,24.2,1001.6,41,2.7
46.39,4.49,17.56,12.92,0.5,31.1,40.4,23.5,999.8,44,3.1
42.03,4.18,18.94,13.4,0.5,28.1,36.8,21.3,1003.1,59,3.1
69.96,3.98,17.06,12.24,0.5,30.9,37,23.2,1002.1,49,3.1
78.6,4.64,20.52,14.6,0.5,30.1,38.6,23,1004,47,2.6
100.74,8.21,36.02,25.72,0.5,31.7,39.3,21.7,1004.6,41,3.2
37.35,5.86,19.2,14.9,0.5,32.6,39.6,23.6,1004.7,44,1.9
23.96,6.94,16.77,14.47,0.5,27,37.8,23.8,1005.5,69,1.9
20.84,6.86,11.19,11.44,0.5,22.3,30.8,21.2,1002.6,96,1.1
34.64,6.48,18.21,14.87,0.5,25.7,31,19.3,1001.6,82,1.8
35.37,4.06,15.36,11.39,0.5,26,32.4,19.4,1004.8,82,2.9
299.39,7.96,20.75,17.4,0.5,27.8,35,18,1003.1,65,3.5
95.55,4.34,18.7,13.42,0.5,28,35.1,22.4,1005.1,61,1.4
72.23,3.6,22.57,14.87,0.5,29.5,35.8,21.2,1004.2,49,3.1
79.66,4.98,30.16,20.02,0.5,31.8,38.6,23,1000.1,41,3.2
77.19,10.86,31.42,25.4,0.5,31.7,39.4,22.6,998.4,39,3.2
44.21,4.78,22.06,15.55,0.5,32.1,40.6,22.2,998.9,45,3.2
40.66,5.38,16.16,12.9,0.5,32.5,41.2,25.3,1000.9,56,3.2
55.84,4.77,13.3,10.89,0.5,32.3,40.1,26.6,1002.2,49,3.2
51.6,5.91,20.65,15.71,0.5,31,37.5,25.2,1001.8,55,2.6
49.27,5.32,20.26,15.03,0.5,31.4,38.8,20.4,998.9,53,3.4
59.75,8,24.97,19.68,0.5,27.2,39.6,17.9,1003.1,72,3.2
53.46,5.13,18.42,13.9,0.5,30.9,36.6,23,1003.2,50,1.9
71.25,4.52,20.48,14.5,0.51,32,37.2,24.4,1003.9,58,2.7
47.34,5.39,20.05,14.97,0.5,30,39.2,25.4,1003.2,63,2.3
49.89,4.52,16.87,12.59,0.5,30.9,39.5,23.4,1002.6,55,2.6
75.32,7.25,25.83,19.52,0.5,32.1,39.1,24,1001.7,59,2.7
111.34,6.06,25.23,18.24,0.59,33.8,39.6,26.1,998.7,52,3.2
179.25,7.35,18.5,15.71,0.5,36.1,41.2,28.6,996.1,42,3.2
120.74,7.26,19.75,16.31,1.36,36.9,41.7,31.4,995.5,43,2.7
61.29,4.79,16.9,12.8,1.18,33.1,42.2,24,996.7,64,2.7
49.03,4.96,16.01,12.48,1.26,32.1,39.8,25,996.2,63,2.1
32.07,5.38,16.28,12.96,1.26,31,39,26.4,997.7,63,2.9
37.88,12.34,21.53,21.33,0.5,30.9,35.8,23.8,998.6,67,3.1
38.08,5.59,18.66,14.38,1.47,32.9,38.2,25.5,995.7,54,3.2
27.51,4.61,16.53,12.46,0.5,32.7,38.6,27,993.2,59,2.9
42.24,5.49,19.59,14.81,1.23,30.5,38.7,26.2,996.9,68,2.9
35.66,4.81,14.77,11.7,0.5,31.4,35,26.2,998.4,63,3.1
26.9,5.92,12.8,11.53,0.5,31.5,36.4,25.1,999.2,65,1.9
29.35,5.49,10.89,10.18,1.85,30.5,36.6,25.3,998.9,68,2.3
39.01,5.73,14.38,12.23,1.39,29.8,35.1,25.2,1000.1,73,2.9
76.19,6.01,20.62,15.78,0.5,32.6,36.4,25.5,1000.3,61,3.1
98.31,10.09,24.82,21.26,0.5,34.4,39.6,25.4,999.4,50,3.1
65.27,4.89,18.71,13.86,1.15,35,40.2,28,1000,50,2.6
73.8,4.5,20.4,14.43,0.75,32.4,40.5,28.2,1000,60,2.1
63.7,5.86,25.12,18.04,1.04,32.5,39,25.1,998.7,50,2.7
83.85,12.53,26.6,24.16,0.5,31.6,40.1,25.6,1001.8,63,2.3
68.47,4.27,17.43,12.66,1.06,33.3,38.7,26.7,1003.3,58,2.1
123.02,4.93,27.9,18.76,1.62,34.1,39.4,27.6,1001.1,57,3.1
170.62,5.99,22.55,16.78,1,35.5,41.6,27.4,997.8,45,3.1
109.05,4.98,18.3,13.71,2.17,37.8,43,28.2,994.8,36,3.1
101.36,7.2,24.13,18.57,2.14,37.4,43.5,28.8,994,40,3.5
64,5.68,20.18,15.28,3.25,35.1,43.1,27.2,996.1,49,2.6
49.52,7.56,24.56,19.11,3.02,31.6,41.3,24.1,999.5,58,2.7
82.64,4.1,19.92,13.86,2.37,32.6,38.6,26.2,1000.9,56,3.1
49.69,4.18,19.1,13.48,2.66,34.1,39.8,28,1000.9,52,3.4
49.77,5.8,23.48,17.13,5.44,35.3,40,28.7,998.6,50,2.7
63.39,5.23,20.13,14.87,3.92,36.4,41.4,29.5,997.3,46,3.5
63.49,4.16,20.67,14.21,1.46,34.7,42.6,26.8,997.8,49,2.7
49.39,4.26,18.34,13.13,2.42,33.2,41.8,24.1,999.4,65,2.7
40.98,5.04,16.95,13.05,2.04,34.6,39.2,28.6,998.7,59,2.6
35.18,4.98,14.59,11.74,2.06,33.2,39.8,28.8,1000.6,67,3.1
28.05,5.87,21.13,15.94,1.52,31.9,39,27,1002,68,1.9
40.46,6.39,20.24,15.88,2.35,31.3,35.4,23.4,1001.5,77,2.6
60.08,13.92,18.77,21.12,1.46,33.2,37.2,27,1002.5,69,2.7
18.68,6.43,20.04,15.78,2.72,34.1,38,28.2,999.9,65,2.9
9.02,6.37,16.57,13.91,3.02,30.8,38.8,27.6,997.2,80,2.1
11.3,8.11,21.22,17.78,2.81,26.1,36.4,24.2,998,99,1.9
14.24,14.97,21.41,23.36,2.99,27.4,31.6,24,998.1,94,1.8
19.2,7.8,17.9,15.77,2.89,29.9,34.2,22.4,996,84,2.3
17.16,7.77,16.19,14.83,2.92,30.6,34.7,25.6,995.2,78,2.3
25.19,10.23,23.53,20.7,2.72,31.1,34,26.3,996.5,78,3.2
26.16,9.57,23.91,20.37,5.65,32.1,36,27.3,997.6,77,2.3
27.11,6.2,18.56,14.83,5.34,33.7,37,27.6,997.2,68,3.5
35.09,7.73,18.28,15.91,3.89,31.3,37.3,28.3,996,79,1.9
16.16,9.26,15.82,15.82,3.37,28.4,33.1,25,994.6,94,1.8
21.44,9.11,14.9,15.22,3.06,26.6,29.4,25.1,996.6,97,2.1
26,7.83,23.17,18.59,2.64,27.6,32,24,996.8,92,2.1
17.48,5.96,18.02,14.34,3.51,27.4,32.1,24.5,997.4,94,1.9
18.53,13.07,21.73,22.02,4.13,30.3,34.4,24.3,997.8,85,3.1
23.39,16.29,27.7,27.76,2.98,28.6,35,24.8,997.1,87,1.9
21.81,8.34,21.75,18.28,3.02,29.5,32.1,26.1,998,85,1.9
21.36,6.09,20.57,15.8,3.3,30.7,34,25.8,998.5,77,2.6
46.98,15.56,29.01,27.83,3.27,30.9,34.8,25.4,999.4,73,3.2
38.89,6.65,25.1,18.65,4.6,31.8,35.2,26.5,999.3,73,2.4
34.28,17.86,28.06,29.2,2.87,32.7,36,26.7,999.1,70,2.4
43.48,10.83,25.42,22.19,3.99,29.9,36.7,27.3,1001.1,85,2.3
46.73,13.16,28.84,25.86,2.24,28.2,33.2,26.4,1002.6,91,1.9
40.39,8.33,22.86,18.82,2.71,29.9,33.4,25.1,1002.4,83,1.6
75.9,8.47,19.72,17.26,2.49,32,36,25,1000.8,69,2.9
59.45,8.37,18.93,16.76,1.92,32,36.2,26.3,1000.9,64,2.6
52.08,7.89,17.66,15.69,2.59,32.3,36.2,26.4,1001.9,64,3.1
43.51,7.66,18.42,15.91,1.9,32.9,36.2,27,999.7,58,3.4
44.57,8.95,16.79,16.07,2.63,33.6,37,26.8,998.4,57,3.5
53.41,8.34,18.79,16.67,3.01,32.7,36.8,27,1000,60,3.4
49.6,8.15,20.79,17.83,2.98,32.9,37,27.3,1003.2,60,3.5
51.5,6.99,21.27,16.87,3.88,33.4,37.8,28.1,1002.2,65,3.1
56.09,10.36,26.48,22.37,4.53,33.3,38,27.4,1000.7,62,2.3
41.77,6.41,27.71,19.86,2.51,32.3,38,27.5,999.6,69,2.1
28,6.75,20.76,16.43,2.93,27.2,36.5,26,1003.2,92,1.9
14.37,8.26,16.8,15.54,3.28,27.8,32.8,23.8,1004.3,95,1.9
28.77,10.55,20.36,19.26,1.89,30.1,33.6,24.5,1003.4,82,1.9
35.77,7.45,23.86,18.65,3.09,31.2,34.4,26.2,1001.1,79,2.6
47.95,7.69,21.86,17.78,2.92,31.2,35.2,27.3,1000,81,2.6
37.5,7.43,23.94,18.67,2.42,33.1,35.8,27.4,997.7,60,3.2
54.45,6.74,19.13,15.56,1.69,30.9,36.4,26.6,997.7,63,2.7
54.9,6.78,22.03,17.1,2.62,31.7,35.6,25.4,999.7,61,3.4
57.76,6.6,22.31,17.14,2.34,31.2,36,27,1000.5,68,2.6
36.33,5.7,15.34,12.71,1.74,30.3,35.1,25.8,1002,76,1.9
30.36,6.28,16.29,13.69,1.68,30.4,34.7,25.3,1004.9,75,3.1
29.32,8.77,21.23,18.29,1.62,26.4,34.6,24,1007,94,1.8
30.3,14.44,19.88,22.12,2.3,25.1,28.9,23.6,1006,99,1.4
16.95,10.29,19.49,18.59,3.46,28.5,32,23.7,1003.6,85,2.3
14.49,9.89,19.62,18.35,3.32,31,34.4,25.4,1002.8,74,2.9
25.59,13.06,21.01,21.61,3.28,28.4,34.5,26.1,1001.9,82,2.4
29.46,9.14,22.53,19.29,2.7,31,34,25.8,1002.3,77,3.2
40.4,6.83,21.93,17.12,2.45,31.6,35.4,27.4,1003.2,76,2.9
26.31,8.04,18.88,16.46,2.76,30.8,36.2,27.4,1004.9,81,2.4
28.29,6.74,20.96,16.53,3.7,29.8,33.6,26,1003.4,80,3.1
28.85,9.43,20.54,18.46,2.97,30.2,33.8,27.2,1002.7,82,1.9
14.32,8.51,19.8,17.34,2.89,28.3,34,25.1,1002.6,87,1.9
25.32,11.98,21.2,20.7,1.91,25.1,32.2,24,1003.1,99,1.4
41.35,17.37,21.05,25.1,1.94,28,33.2,23.4,1000.8,91,1.9
24.85,13.02,22.17,22.21,1.91,27.6,33.4,25,1001.7,92,1.9
15.27,11.33,19.5,19.43,1.78,30.2,35,24,1003.4,82,2.4
25.02,23.52,23.54,31.33,1.74,31.3,35.4,25.2,1004.9,74,3.7
18.6,13.07,19.92,21.05,3.35,26.1,35.3,24.6,1003.1,90,1.9
28.53,10.88,22.68,20.77,2.44,28.3,31.6,23.6,1002.9,81,2.3
34.26,12.57,22.87,22.22,2.93,29.6,34,24.6,1004.5,82,2.7
24.03,9.06,21.01,18.42,2.58,31.3,34.4,26,1006.3,74,3.2
32.38,9.09,21.5,18.7,2.51,30.8,35,26.5,1004.8,73,2.6
29.95,7.25,23.44,18.25,1.61,29.4,35.8,25.8,1003.7,79,3.1
35.66,7.02,22.44,17.55,0.5,28.4,35.6,26,1004,81,2.6
24.96,5.81,19.33,14.92,1.14,28.1,32.8,24.6,1005.7,80,2.3
52.64,8.88,24.52,20.15,1.71,28.2,33.3,24.4,1006.3,85,1.9
41.86,7.84,19.8,16.8,0.5,28.8,32.7,24.6,1004.8,81,3.1
78.27,6.53,25.32,18.67,1.81,29.1,33.2,25.5,1005.1,81,1.9
80.61,6.14,23.03,17.15,2.33,29.9,33.8,26,1005.4,77,2.3
38.74,7.44,22.54,17.93,1.87,30.8,34.6,26.3,1005.9,73,3.1
54.04,7.49,24.19,18.86,2.06,30.9,35.7,26.7,1007.1,73,2.7
55.48,10.88,28.04,23.81,1.49,30.2,35,26.4,1008.5,75,3.1
76.99,11.6,26.07,23.14,2.77,29.9,35.2,26.5,1008.3,79,2.3
57.67,8.72,20.4,17.83,1.8,30.6,35,26.2,1006.1,73,3.1
51.92,12.92,19.38,20.53,1.74,30.7,36,26.3,1004.3,72,3.1
58.5,14.25,23.54,23.91,1.99,31.2,36.2,25.7,1004.4,68,3.1
68.9,9.08,21.89,18.9,2.56,30.3,36.4,26.4,1007.4,70,3.1
99.42,7.88,25.16,19.67,2.07,30.7,35.4,25.6,1006.8,68,2.6
119.33,8,27.93,20.88,2.53,28.4,34.9,23.8,1005.8,71,2.6
61.8,16.46,30.94,29.62,2.84,29.1,35,23.4,1004.8,64,3.1
69.21,25.02,27.76,34.78,2.84,28.7,35.8,23,1005.1,63,3.7
83.2,36.76,29.23,44.95,2.48,29.2,36.5,22.7,1005.7,62,2.6
90.98,33.35,32.22,43.86,2.38,28.8,36.6,22.5,1005.2,64,3.2
100.69,5.96,30.1,20.41,1.99,28.6,36.8,22.7,1005.7,59,3.1
140.96,6.56,33.09,20.84,2.87,26.6,36.7,20.6,1006.9,57,2.3
119.26,14.25,39.49,30.4,2.83,25.9,33.9,19,1006.4,55,3.1
170.82,35.49,39.17,47.23,2,28,35,18.6,1004.1,55,3.1
201.82,12.26,33.12,25.42,2.51,27.4,34.9,20,1004.7,69,1.3
35.89,10.08,21.26,17.37,1.73,24.2,35.5,21.8,1006.9,94,1.9
75.78,10.43,16.87,15.33,4.28,22.1,30.4,20.1,1005.5,96,1.9
134.29,13.89,30.61,25.39,6.85,25.6,30.8,19.9,1007.2,76,2.9
128.29,28.74,33.22,38.66,7.81,25.3,31.4,19.8,1010.2,70,2.1
108.19,31.59,40.2,41.24,5.88,24.6,32.1,16,1009.7,54,3.2
84.1,51.21,70.19,46.54,3.15,25.9,32.4,17.7,1010,62,3.2
92.65,9.46,62.75,19.68,1.84,25.2,33.4,18.4,1012,67,2.7
42.78,13.16,52.74,19.28,1.54,22.9,32.8,18,1013.5,76,1.9
78.3,20.76,65.1,27.05,2.4,21.8,31.5,16.4,1013.7,78,2.7
120.36,33.67,77.55,37.98,3.26,21.3,28.4,16.2,1013.7,73,1.9
152.15,21.87,86.35,33.22,3.39,20.9,28,14.6,1014.9,69,1.9
189.43,54.54,83.11,51.89,3.77,21.4,28.2,14.6,1015.1,67,1.9
183.57,72.29,88.87,63.98,4.91,22.2,29.2,14,1016.9,68,1.8
175.47,20.27,83.42,31.46,2.83,21.7,30.4,14.8,1015.4,64,1.9
181.02,93.3,87.59,76.15,4.65,21.7,30.2,16.2,1013.7,66,1.9
181.73,9.74,91.02,27.19,2.36,21.7,30.6,13.6,1013.3,70,1.9
156.55,14.57,102.13,32.98,2.49,21.7,31.2,14.5,1015,68,1.9
247.67,56.97,82.96,53.28,3.47,22,29.6,15.9,1014,74,1.4
413.18,22.19,64.83,26.55,3.22,20.8,29.9,15,1013.6,79,0.5
294.85,28.01,70.87,32.87,2.86,20.2,27.8,15,1013.2,81,0.5
229.52,23.86,88.99,35.11,2.5,20.3,27.6,14.7,1011.7,67,0.8
208.83,44.51,99.06,50.02,2.99,20.3,29,14.2,1012.1,68,0.8
218.93,26.24,100.95,39.6,2.13,20,29.1,13.6,1013.5,70,0.8
188.92,40,92.52,45.64,2.28,20.4,29.2,13.5,1014.3,70,0.8
246.85,79.25,95.31,69.81,3.01,22.1,29,13.4,1013.4,64,0.8
304.6,94.65,64.63,74.03,3.24,18.2,29.6,12.6,1013.4,80,0.5
305.95,58.23,49.85,73.08,2.43,18.8,27,12.6,1013.7,79,0.3
165.36,57.52,49.14,72.12,2.06,18.3,27.4,11.1,1013.4,71,1.3
186.04,62.63,54.26,78.54,2.18,18.1,27.4,10.1,1012.8,68,1.1
223.73,33.65,52.03,54.58,2.2,18.1,28.1,10.3,1012.1,70,1
185.84,42.5,53.13,62.25,2.02,17.4,26.8,10,1013.3,70,0.6
171.48,71.93,49.15,83.68,2.47,17.3,27,9.6,1015.4,74,1.1
207.51,57.26,56.24,75.73,2.78,18.6,27.4,10.5,1013.4,74,0.8
179.22,36.65,50.9,56.39,1.76,18.2,26.8,10.9,1011.3,73,0.6
192.67,67.97,55.04,83.64,2.28,18.6,26.2,14.5,1012.3,72,0.8
165.5,9.36,48.29,33.17,1.35,17.9,27.2,9.8,1013.5,67,1.3
127.85,11.05,42.91,31.65,1.14,18.3,27.4,11.4,1012.7,55,1
126.37,115.14,49.27,118.15,2.86,17.5,27.5,10.3,1012.2,67,1
239.24,18.6,73.51,53.97,3.62,17.1,28,9.2,1013.7,73,0.8
199.58,120.68,63.99,130.55,8.49,17.4,28.8,9.7,1014.5,73,0.6
267.35,133.95,57.02,137.46,6.42,17.6,27.8,11,1014.7,79,0.5
280.58,35.68,58.16,59.47,4.2,17.5,27.6,10.2,1015.8,79,0.8
277.01,98.6,49.71,105.31,5.94,17.6,27,10.8,1017.3,79,0.5
217.71,16.1,50.38,39.66,2.27,16.7,26.8,10.3,1017.6,73,0.8
218.67,47.36,51.96,65.53,2.91,17.2,26.1,9.8,1016.9,73,0.8
330.21,21.71,49.15,43.51,3.13,17.2,25.6,11.5,1017.2,81,0.6
199.15,13.68,37.59,30.94,2.02,16.5,23,13.4,1017.1,87,0.5
176.54,74.56,35.16,78.51,3.05,17.6,21.6,12.5,1017.6,83,0.5
129.65,95.85,43.29,99.68,3.2,17.9,25.4,11,1015.8,75,1.1
187.25,30.64,43.51,47.66,2.62,18.5,26.8,11.4,1016,79,1
128.83,11.59,37.28,29.09,1.61,18.2,25.6,13.6,1016.6,80,1
139.1,11.83,40.67,31.08,1.25,16.9,24.8,11.4,1017.4,70,1.3
157.07,33.02,42.7,49.12,0.93,15.9,25.1,10.1,1017.9,73,1.8
160.45,30.04,46.83,48.91,2.03,15.6,24,8.4,1020.3,76,1.4
145.51,16.87,44.07,36.93,1.6,15.3,23.5,9,1019.8,75,1
128.58,29.68,43.45,46.87,1.62,15,23.7,8.3,1019.2,69,1.4
180.03,119.31,43.63,118.65,3.08,14.3,23.7,6.4,1019.5,71,1.4
144.88,127.01,49.42,127.88,5.68,14.1,23.9,6.6,1018.1,74,1.3
197.73,46.51,44.86,61.02,3.19,14.3,22.4,7.5,1017.9,78,0.8
237.68,41.51,51.71,60.71,5.69,13.7,22.7,7.8,1018,76,0.8
164.8,5.3,36.67,23.73,2.19,14,22.5,8.7,1019.2,72,0.5
159.9,5.97,31.47,21.52,2.47,13.3,20.2,9.6,1020.6,66,0.8
148.57,7.07,35.61,24.58,2.28,11.4,20.4,6,1020.6,69,0.8
149.64,14.49,41.42,33.57,2.6,10.9,18.6,4.6,1020.3,68,1.4
217.07,136.67,46.5,134.07,7.62,10.8,20,3.2,1019,70,1.1
340.14,126.11,46.86,127.37,7.84,12.4,22.2,4,1017.2,67,1.1
196.38,101.31,62.42,114.24,8.76,12.8,23.4,4.4,1014.8,70,1
137.43,30.29,51.86,51.81,4.29,13.4,23.8,5.5,1014.3,75,0.3
260.73,111.92,50.83,116.56,1,13.9,23.1,6.9,1014.3,78,0.5
249.58,112.57,52.74,118.1,1,14.5,23.2,7,1016.2,81,0.6
76.49,12.79,37.63,30.24,2.28,15.6,23.6,9.8,1018.5,86,0.3
133.99,38.89,50.13,57.77,10.46,15,22.4,10.4,1019.5,76,1
70.67,40.4,32.72,49.72,8.39,12.9,22.6,9.4,1018.2,95,0.8
83.83,71.24,35.33,75.78,8.2,13.3,20.8,8.4,1020.1,75,0.8
126.31,67.29,41.98,76.16,8.95,11,21.2,3.4,1024,70,1
220.31,36.16,37.01,48.61,6.44,10.7,19.5,3.8,1023.3,72,1
